budget,genres,id,keywords,original_title,popularity,production_companies,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count,Actor,Director,release_year,main_genre,popularity_log,original_language_fr,original_language_other,title_length,main_production_country_Canada,main_production_country_France,main_production_country_Germany,main_production_country_Other,main_production_country_United Kingdom,main_production_country_United States of America,main_production_country_Unknown,runtime_log,vote_count_log,budget_boxcox
8000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",1958,upper class,8 femmes,8.204829,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Fid\u00e9lit\u00e9 Productions"", ""id"": 147}, {""name"": ""Le Studio Canal+"", ""id"": 183}, {""name"": ""Centre National de la Cin\u00e9matographie"", ""id"": 310}, {""name"": ""Gimages 5"", ""id"": 818}, {""name"": ""Mars Films"", ""id"": 819}]",2002-01-08,51751835.0,111.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Living in a house full of women can be murder.,6.9,196.0,Catherine Deneuve,François Ozon,2002.0,Comedy,2.2197282376520873,True,False,8,,1.0,,,,,,4.718498871295094,5.2832037287379885,327.27709992603826
8000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",13154,yakuza,Showdown in Little Tokyo,8.403859,"[{""name"": ""Original Pictures"", ""id"": 4234}, {""name"": ""Warner Bros."", ""id"": 6194}]",1991-08-23,2275557.0,79.0,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One's a warrior. One's a wise guy. They're two L.A. cops going after a gang of drug lords. Feet first.,5.7,95.0,Dolph Lundgren,Fred C. Blau Jr.,1991.0,Action,2.2411201369456815,False,False,24,,,,,,1.0,,4.442651256490317,4.564348191467836,327.27709992603826
23000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",26618,small town,Clay Pigeons,4.221313,"[{""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG"", ""id"": 23861}, {""name"": ""Fade In Films"", ""id"": 40002}]",1998-09-25,51751835.0,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Some killers are strange, some are deranged, and some are just plain psycho.",6.3,39.0,Joaquin Phoenix,David Dobkin,1998.0,Comedy,1.6527489028325848,False,False,12,,,1.0,,,,,4.653960350157523,3.6888794541139363,444.0487885775556
8000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",43923,suicide,It's Kind of a Funny Story,13.143045,"[{""name"": ""Focus Features"", ""id"": 10146}]",2010-07-06,6491240.0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes what's in your head isn't as crazy as you think.,6.9,672.0,Keir Gilchrist,Carrie Stewart,2010.0,Comedy,2.6492229838193437,False,False,26,,,,,,1.0,,4.624972813284271,6.511745329644728,327.27709992603826
7200000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",46138,machinist,Made in Dagenham,6.138802,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""HanWay Films"", ""id"": 2395}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Audley Films LLP"", ""id"": 5729}, {""name"": ""Lipsync Productions"", ""id"": 9987}, {""name"": ""Number 9 Films"", ""id"": 11752}, {""name"": ""BMS Finance"", ""id"": 11963}]",2010-09-11,51751835.0,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"In the fight for equal rights, an ordinary woman achieves something extraordinary.",6.6,94.0,Sally Hawkins,David Arnold,2010.0,Comedy,1.9655449751588143,False,False,16,,,,,1.0,,,4.736198448394496,4.553876891600541,317.44854752063054
23000000.0,"[{""id"": 18, ""name"": ""Drama""}]",45791,father son relationship,And When Did You Last See Your Father?,1.939054,"[{""name"": ""Intandem Films"", ""id"": 2731}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Number 9 Films"", ""id"": 34338}, {""name"": ""Tiger Aspect Pictures"", ""id"": 36201}, {""name"": ""Father Features"", ""id"": 36204}, {""name"": ""Audley Films"", ""id"": 36205}, {""name"": ""Comptom Investments"", ""id"": 36206}]",2007-10-05,92.0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Between every father and his son there is a story to be told.,6.9,13.0,Jim Broadbent,Priscilla John,2007.0,Drama,1.0780877608644492,False,False,38,,,,1.0,,,,4.532599493153256,2.6390573296152584,444.0487885775556
8000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",26306,oregon,Prefontaine,8.717235,"[{""name"": ""Hollywood Pictures"", ""id"": 915}]",1997-01-24,589304.0,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He beat the odds... And became a legend!,6.7,21.0,Jared Leto,Bill Corso,1997.0,Drama,2.273901112983923,False,False,11,,,,,,1.0,,4.672828834461906,3.091042453358316,327.27709992603826
23000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",110683,highwayman,The Wicked Lady,0.289433,"[{""name"": ""Cannon Group"", ""id"": 1444}, {""name"": ""London-Cannon Films"", ""id"": 6231}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Dawn Property Company"", ""id"": 78704}]",1983-04-21,51751835.0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"She seduced, robbed and murdered...That was on her good days.",4.3,4.0,Faye Dunaway,Robin Clarke,1983.0,Drama,0.25420258686608876,False,False,15,,,,,1.0,,,4.59511985013459,1.6094379124341003,444.0487885775556
23000000.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",26963,barbarian,The Secret of Kells,10.621353,"[{""name"": ""G\u00e9b\u00e9ka Films"", ""id"": 4621}, {""name"": ""Cartoon Saloon"", ""id"": 23948}]",2009-02-09,51751835.0,75.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Turn the darkness into light,7.3,181.0,Evan McGuire,Bruno Coulais,2009.0,Animation,2.4528441818227638,False,False,19,,,,1.0,,,,4.442651256490317,5.204006687076795,444.0487885775556
8000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",198277,,Begin Again,35.735689,"[{""name"": ""Likely Story"", ""id"": 1785}, {""name"": ""Apatow Productions"", ""id"": 10105}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Sycamore Pictures"", ""id"": 14319}]",2013-09-07,63464861.0,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You're only as strong as your next move.,7.3,1254.0,Mark Ruffalo,Anthony Bregman,2013.0,Comedy,3.6037487348511617,False,False,11,,,,,,1.0,,4.653960350157523,7.134890851565884,327.27709992603826
8000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7870,indian territory,Down in the Valley,7.433574,"[{""name"": ""Class 5 Films"", ""id"": 2297}]",2005-05-13,852872.0,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Sometimes it's hard to find your way.,5.9,63.0,Edward Norton,Edward Norton,2005.0,Drama,2.132220644207584,False,False,18,,,,,,1.0,,4.727387818712341,4.1588830833596715,327.27709992603826
8000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",13072,,Brooklyn Rules,4.090382,"[{""name"": ""City Light Films"", ""id"": 136}]",2007-04-30,458232.0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Not made to be broken,5.8,18.0,Alec Baldwin,Terence Winter,2007.0,Drama,1.627352876862301,False,False,14,,,,,,1.0,,4.605170185988092,2.9444389791664403,327.27709992603826
23000000.0,"[{""id"": 10770, ""name"": ""TV Movie""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",153397,spy,Restless,0.812776,"[{""name"": ""British Broadcasting Corporation (BBC)"", ""id"": 3324}, {""name"": ""Sundance Channel"", ""id"": 12574}, {""name"": ""Endor Productions"", ""id"": 12575}]",2012-12-07,51751835.0,180.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No tagline,4.9,8.0,Hayley Atwell,William Boyd,2012.0,TV Movie,0.5948593720159696,False,False,8,,,,,1.0,,,4.976733742420574,2.1972245773362196,444.0487885775556
23000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}]",30141,,The Singing Detective,6.335881,"[{""name"": ""Icon Productions"", ""id"": 152}, {""name"": ""Haft Entertainment"", ""id"": 1363}, {""name"": ""Paramount Classics"", ""id"": 2315}, {""name"": ""Airborne Productions"", ""id"": 11732}]",2003-10-24,51751835.0,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When it comes to murder, seduction and betrayal he wrote the book. Now he's living it!",5.9,41.0,Robert Downey Jr.,Denise Chamian,2003.0,Comedy,1.99277751344855,False,False,21,,,,,,1.0,,4.700480365792417,3.7376696182833684,444.0487885775556
23000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",17044,,The Land Girls,1.278092,"[{""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Greenpoint Films"", ""id"": 12918}]",1998-09-25,51751835.0,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The story of three young women and the events that would change their lives... The friendships that would stay with them forever... and the loves that would change their hearts.,7.0,3.0,Catherine McCormack,David Leland,1998.0,Drama,0.8233382505132608,False,False,14,,,,,1.0,,,4.718498871295094,1.3862943611198906,444.0487885775556
8000000.0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",10288,vororte,Fido,5.244518,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Astral Media"", ""id"": 2743}, {""name"": ""Anagram Pictures Inc."", ""id"": 4251}]",2006-09-07,426224.0,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Good dead are hard to find,6.6,135.0,Billy Connolly,Heidi Levitt,2006.0,Romance,1.8317039588534805,False,False,4,1.0,,,,,,,4.5217885770490405,4.912654885736052,327.27709992603826
23000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",12183,con man,The Wendell Baker Story,1.265683,[],2005-08-03,51751835.0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No tagline,5.2,16.0,Luke Wilson,David J. Bomba,2005.0,Comedy,0.8178762587332281,False,False,23,,,1.0,,,,,4.605170185988092,2.833213344056216,444.0487885775556
8000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",44147,london england,Wild Target,10.791954,"[{""name"": ""Matador Pictures"", ""id"": 707}, {""name"": ""Isle of Man Film"", ""id"": 2268}, {""name"": ""Magic Light Pictures"", ""id"": 5644}, {""name"": ""CinemaNX"", ""id"": 5705}, {""name"": ""Cinema Four"", ""id"": 6984}, {""name"": ""Regent Capital"", ""id"": 12696}, {""name"": ""Entertainment Film Distributors"", ""id"": 23164}]",2010-06-17,3453043.0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They said 'Take her out'. He got the wrong idea.,6.4,215.0,Bill Nighy,David Johnson,2010.0,Action,2.4674174344895756,False,False,11,,1.0,,,,,,4.59511985013459,5.375278407684165,327.27709992603826
8000000.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",12192,female nudity,Pathology,9.782433,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Camelot Pictures"", ""id"": 11728}]",2008-04-11,51751835.0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No body is safe.,5.6,144.0,Milo Ventimiglia,Tom Rosenberg,2008.0,Crime,2.3779182357482394,False,False,9,,,,,,1.0,,4.564348191467836,4.976733742420574,327.27709992603826
23000000.0,"[{""id"": 18, ""name"": ""Drama""}]",36597,woman director,Wuthering Heights,4.409263,[],2009-01-18,51751835.0,142.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No tagline,6.9,37.0,Tom Hardy,Emily Brontë,2009.0,Drama,1.6881128543731736,False,False,17,,,,,,,1.0,4.962844630259907,3.6375861597263857,444.0487885775556
8000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",13197,undercover,10th & Wolf,3.942464,"[{""name"": ""Thinkfilm"", ""id"": 446}]",2006-02-19,143451.0,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The Intersection Where Family, Honor and Betrayal Collide.",6.3,24.0,James Marsden,Robert Moresco,2006.0,Action,1.5978639922728306,False,False,11,,,,,,1.0,,4.68213122712422,3.2188758248682006,327.27709992603826
23000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10913,underdog,Dear Wendy,2.597665,"[{""name"": ""Zentropa Entertainments"", ""id"": 76}, {""name"": ""Nimbus Film Productions"", ""id"": 11672}, {""name"": ""Lucky Punch"", ""id"": 43271}]",2005-01-22,51751835.0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One shot is all it takes.,5.6,33.0,Jamie Bell,Lars von Trier,2005.0,Comedy,1.280285023911766,False,False,10,,,,1.0,,,,4.663439094112067,3.5263605246161616,444.0487885775556
8000000.0,"[{""id"": 18, ""name"": ""Drama""}]",251321,new age,Aloft,6.500835,"[{""name"": ""Arcadia Motion Pictures"", ""id"": 7543}, {""name"": ""Wanda Visi\u00f3n S.A."", ""id"": 10046}, {""name"": ""Buffalo Gal Pictures"", ""id"": 11517}]",2014-02-12,53086.0,112.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No tagline,5.1,41.0,Jennifer Connelly,Claudia Llosa,2014.0,Drama,2.0150143476785027,False,False,5,,1.0,,,,,,4.727387818712341,3.7376696182833684,327.27709992603826
8000000.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}]",149,saving the world,アキラ,39.338097,"[{""name"": ""Bandai Visual Company"", ""id"": 528}, {""name"": ""Toho Company"", ""id"": 882}, {""name"": ""Mainichi Broadcasting System (MBS)"", ""id"": 3363}, {""name"": ""Kodansha"", ""id"": 6999}, {""name"": ""Tokyo Movie Shinsha (TMS)"", ""id"": 9155}, {""name"": ""TMS Entertainment"", ""id"": 10919}, {""name"": ""Akira Committee Company Ltd."", ""id"": 10920}, {""name"": ""Sumitomo Corporation"", ""id"": 10921}]",1988-07-16,553171.0,124.0,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Neo-Tokyo is about to E.X.P.L.O.D.E.,7.8,773.0,Mitsuo Iwata,Katsuhiro Ōtomo,1988.0,Science Fiction,3.6972963573925135,False,True,3,,,,1.0,,,,4.8283137373023015,6.651571873589727,327.27709992603826
22000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",10425,vineyard,The Death and Life of Bobby Z,12.893219,"[{""name"": ""Eclectic pictures"", ""id"": 8056}, {""name"": ""Millennium Films"", ""id"": 10254}]",2007-07-23,413454.0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"To live a life of his own, he has to die first.",5.8,103.0,Paul Walker,Paul Walker,2007.0,Drama,2.6314008793765375,False,False,29,,,1.0,,,,,4.584967478670572,4.6443908991413725,438.38924831530915
8000000.0,"[{""id"": 18, ""name"": ""Drama""}]",49081,quebec,Maurice Richard,0.983484,[],2005-10-25,2019009.0,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,No tagline,6.1,17.0,Roy Dupuis,Charles Binamé,2005.0,Drama,0.6848548943906835,True,False,15,1.0,,,,,,,4.8283137373023015,2.8903717578961645,327.27709992603826
23000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",256687,,Swelter,2.214925,"[{""name"": ""Grand Peaks Entertainment"", ""id"": 15354}, {""name"": ""Exchange Peaks Film Capital"", ""id"": 29152}, {""name"": ""Film Invaders"", ""id"": 29153}]",2014-04-20,51751835.0,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Greed. Revenge. Redemption.,4.6,21.0,Jean-Claude Van Damme,Keith Parmer,2014.0,Action,1.167804029268177,False,False,7,,,,,,1.0,,4.574710978503383,3.091042453358316,444.0487885775556
23000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",220488,hong kong,非常幸运,1.86453,"[{""name"": ""Bona International Film Group"", ""id"": 8250}]",2013-09-17,51751835.0,114.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,No tagline,4.3,8.0,Zhang Ziyi,Zhang Ziyi,2013.0,Comedy,1.0524042878435964,False,True,4,,,,1.0,,,,4.74493212836325,2.1972245773362196,444.0487885775556
23000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1544,london england,Imagine Me & You,9.100352,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Filmstiftung Nordrhein-Westfalen"", ""id"": 315}, {""name"": ""X-Filme Creative Pool"", ""id"": 1972}, {""name"": ""Ealing Studios"", ""id"": 2650}, {""name"": ""Fragile Films"", ""id"": 2651}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""RTL"", ""id"": 42272}, {""name"": ""Cougar Films Ltd."", ""id"": 52728}, {""name"": ""Minotaur Film Partnership No. 3"", ""id"": 52729}]",2005-02-01,2455831.0,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There goes the bride.,7.0,177.0,Piper Perabo,Eve Mavrakis,2005.0,Drama,2.3125702747250636,False,False,16,,,1.0,,,,,4.543294782270004,5.181783550292085,444.0487885775556
8000000.0,"[{""id"": 18, ""name"": ""Drama""}]",374461,cook,Mr. Church,7.828459,"[{""name"": ""Envision Media Arts"", ""id"": 19456}, {""name"": ""Cinelou Films"", ""id"": 39644}, {""name"": ""Shenghua Entertainment"", ""id"": 82598}]",2016-09-16,51751835.0,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He was the one person she could always count on.,7.0,129.0,Eddie Murphy,Mark Isham,2016.0,Drama,2.177980480699414,False,False,10,,,,,,1.0,,4.653960350157523,4.867534450455582,327.27709992603826
7800000.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",302,london england,Swimming Pool,11.000654,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""Fid\u00e9lit\u00e9 Productions"", ""id"": 147}, {""name"": ""Gimages"", ""id"": 148}, {""name"": ""FOZ"", ""id"": 149}, {""name"": ""Headforce Ltd."", ""id"": 150}]",2003-05-18,22441323.0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"On the surface, all is calm",6.4,153.0,Charlotte Rampling,François Ozon,2003.0,Thriller,2.4849611483029292,False,False,13,,1.0,,,,,,4.634728988229636,5.0369526024136295,324.88819740013327
23000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",182873,,Green Street Hooligans: Underground,5.0005,"[{""name"": ""Tea Shop & Film Company"", ""id"": 13161}]",2013-01-01,51751835.0,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No tagline,5.4,33.0,Scott Adkins,Colin Jones,2013.0,Action,1.791842799089359,False,False,35,,,,,,1.0,,4.51085950651685,3.5263605246161616,444.0487885775556
23000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",21512,martial arts,The Blood of Heroes,6.41678,"[{""name"": ""Handistom Investment"", ""id"": 3970}, {""name"": ""Kings Road Entertainment"", ""id"": 4255}, {""name"": ""Kamisha Corporation"", ""id"": 68152}]",1989-10-19,882290.0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,When juggers play there is only one way to live - THE HARD WAY!,5.9,31.0,Rutger Hauer,Charles Roven,1989.0,Action,2.0037450007262643,False,False,19,,,,,,1.0,,4.61512051684126,3.4657359027997265,444.0487885775556
8000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",389425,,Code of Honor,2.101718,"[{""name"": ""Steamroller Productions"", ""id"": 3495}, {""name"": ""Premiere Entertainment Group"", ""id"": 35625}]",2016-05-06,51751835.0,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,There is no honor in revenge.,4.1,16.0,Steven Seagal,Mary Jo Slater,2016.0,Action,1.1319561515309562,False,False,13,,,,,,1.0,,4.672828834461906,2.833213344056216,327.27709992603826
7500000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",403,individual,Driving Miss Daisy,19.585801,"[{""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Majestic Films International"", ""id"": 2630}]",1989-12-13,145793296.0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,"The funny, touching and totally irresistible story of a working relationship that became a 25-year friendship.",7.0,350.0,Morgan Freeman,Hans Zimmer,1989.0,Comedy,3.024601566293824,False,False,18,,,,,,1.0,,4.605170185988092,5.860786223465865,321.2214849592964
23000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",29461,sister,Soul Food,4.105363,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Edmonds Entertainment Group (EEG)"", ""id"": 2923}]",1997-09-26,51751835.0,114.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There's Plenty For Everyone!,6.6,19.0,Vivica A. Fox,George Tillman,1997.0,Comedy,1.6302915558467435,False,False,9,,,,,,1.0,,4.74493212836325,2.995732273553991,444.0487885775556
7500000.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",33542,new york,紅番區,17.318839,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Golden Harvest Company"", ""id"": 2521}]",1995-01-30,32392047.0,91.0,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No Fear. No Stuntman. No Equal.,6.5,240.0,Jackie Chan,Stanley Tong,1995.0,Crime,2.9079299838753623,False,True,3,,,,1.0,,,,4.5217885770490405,5.484796933490655,321.2214849592964
7700000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",283708,fire,Loin des hommes,3.363973,"[{""name"": ""Procirep"", ""id"": 311}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""One World Films"", ""id"": 5725}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""Media Programme of the European Community"", ""id"": 21972}, {""name"": ""Backup Media"", ""id"": 26590}, {""name"": ""Cin\u00e9mage 8"", ""id"": 27123}, {""name"": ""Ind\u00e9films 2"", ""id"": 32668}, {""name"": ""Perceval Pictures"", ""id"": 52590}, {""name"": ""Kal\u00e9o Films"", ""id"": 52591}, {""name"": ""Jouror D\u00e9veloppement"", ""id"": 52592}, {""name"": ""B Media 2012"", ""id"": 52593}, {""name"": ""SofiTVCin\u00e9"", ""id"": 52594}, {""name"": ""D\u00e9velopimage 2"", ""id"": 52595}, {""name"": ""Ciclic - R\u00e9gion Centre"", ""id"": 52596}]",2014-08-30,51751835.0,110.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,No tagline,6.6,43.0,Viggo Mortensen,Viggo Mortensen,2014.0,Drama,1.4733828809672669,True,False,15,,1.0,,,,,,4.709530201312334,3.784189633918261,323.6773211136654
6500000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9388,father son relationship,Thank You for Smoking,29.01153,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Room 9 Entertainment"", ""id"": 3567}]",2005-09-05,24793509.0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Tobacco lobbyist Nick Naylor is trying to SAVE YOUR ASH!,7.1,664.0,Aaron Eckhart,Mindy Marin,2005.0,Comedy,3.4015816411583515,False,False,21,,,,,,1.0,,4.532599493153256,6.499787040655854,308.1869089324643
10200000.0,"[{""id"": 27, ""name"": ""Horror""}]",1691,prague,Hostel: Part II,20.745052,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Next Entertainment"", ""id"": 1633}, {""name"": ""Screen Gems"", ""id"": 3287}]",2007-06-08,35619521.0,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,Americans...they have no imagination.,5.6,453.0,Lauren German,Quentin Tarantino,2007.0,Horror,3.079386237401077,False,False,15,,,,,,1.0,,4.543294782270004,6.118097198041348,351.102855642441
